komentarClean,cluster,prediksi_sentimen
menteri keuangan tingkah anak buahnya indonesia kuliah praktek kerjanya badan zakat,3,positive
kpk indonesia kapolri ri gus mahfud md ppatk menteri keuangan indonesia,3,positive
perpajakan kpolisian dpr menteri rusak pjabat negara,3,positive
indo dri kades menteri otak korup,3,negative
periksa donk menteri keuangannya,3,negative
menteri indonesia sgt hancur,3,positive
ganti baju orange,3,negative
mohon hormat menteri keuangan berkenan ganti dirjen pajaknya kriteria pejabat bersih hidup sederhana,3,positive
ganti rugi kelanjutannya,3,negative
pindah ganti rugi,3,negative
hallooopak menteri,3,negative
menteri tolong nadiem makarim fanbase,3,negative
dunia pendidikan sj,3,positive
cermin carut marutnya pendidikan indonesia,3,positive
potret pendidikan,3,negative
pendidikan konoha mundur masyarakatnya,3,negative
delema dunia pendidikan,3,positive
kementerian pendidikan,3,negative
anak sekolah ribu umr kementerian pendidikan,3,positive
pendidikan tanggungjawab negara perorangan golongan,3,negative
black list anak dri dunia pendidikan,3,positive
menteri ayok bela,3,negative
dinas pendidikan indonesia,3,positive
mestinya menteri menaruh perhatian,3,positive
aspirasi sungguh menyuarakan hati pendidik sehat bpk terealisasi menteri,3,positive
memperjuangkan nasib guru pendidikan kebudayaan sehat,3,positive
yusuf sll sehat pjuang pendidikan,3,positive
perjuangkan dunia pendidikan dewan sehat suksesamin,3,positive
sehat memperjuangkan dunia pendidikan kedepan guru pencetus hebat negara,3,positive
sehat sllu yusuf sllu membela rakyatnya dunia pendidikan,3,positive
sehat dedeberjuang pendidikan indonesia,3,positive
sehat terimakasih berjuang pendidikan kebudayaa,3,positive
menteri tanggap yusuf sehat pejuang anggota dpr sehat menteri,3,positive
sehat menteri pendidikan berpihak kekami tlong berpihak guru,3,positive
menteri kurus menteri sehat sehat,3,positive
sehat menteri nadim,3,positive
mknya wrg urgent lgsg rumah sakit bidan gamungkin puskes puskesnya dijalankan sgn max,4,negative
prnh tgh mlm melahirkan lgsg bawa rumah sakit puskesmas cuman tmpt rujukan mls berobat grgr dijudesin mulu,4,negative
pkm ditempat loket rumah sakit jam buka jm tutup kepoli bentrok jalur bpjs buka set bedanya baya,4,negative
bayar bpjs repot,4,negative
puskes disya kudu lumpuh rujukan rumah sakit maenn,4,negative
lha rumangsanya petugas rumah sakit call center kementerian pns pns kudu nurut enak digaji negara,4,negative
kabar rumah sakit tim sar pemadam kebakaran satpam call center kerja jam efektif kah,4,negative
bolak rumah sakit minggu dokter perawat magang anak sma,4,negative
relevan jam sgtu kecuali sifatnya urgent sprti rumah sakit,4,negative
ngab ngurus cetak kartu bpjs bilang ditutup jam siang,4,negative
sakit libur geser sakit,4,negative
tmpt klinik bpjs cm smpe jam buka jam,4,positive
cek keaktifan bpjs online via bot whatsapp dibatasi jam,4,positive
puskesmas dtempat buka jam tutup jam dibikin ribet ruujuk rumah sakit dikasih,4,negative
rumah sakit pemerintah jam siftan kepolisian tni siftan pns,4,positive
rumah sakit libur minimarket libur pekerjanya libur,4,negative
woi rumah sakit shiftan kecuali klw perusahaan pakai shiftan itupun masi perusahaan pakai shiftan,4,negative
inget komen inget gubernur ngamuk rumah sakit gara perawat tidur jam kerja shift malam,4,positive
tergantung tingkat urgensinya rumah sakit berhubungan nyawa parah nunggu besok jam igdnya,4,negative
layanan publik blok rumah sakit tutup jam sore mati korban kecelakaan malam,4,negative
bikin sakit hati sakit gigi kepuskemas tensi darah aneh periksa bisu omongan,4,negative
penggantinya masak sakit ditunda,4,negative
puskesmas deket rumah jam,4,positive
dimana jam maksimal darurat kesehatan langsung rumah sakit mengurus surat jm kerja,4,positive
yes khusus puskesmas larang sakit libur sakit berobat hri libur,4,negative
kerja shift diterapkan pelayanan publik ambil contoh dirumah sakit,4,positive
namanya pelayanan publik buka jam rumah sakit gajih gede kerjanya cuman sebentar,4,negative
rumah sakit pns masuk kerja jam kerja pns digaji rumah sakit,4,negative
fikir bpjs nggak byar bayar brooo,4,negative
bpjs kewajiban tanggung melayani kartu keluarga,4,negative
sakit bayaran bpjs,4,negative
bpjs bayar pelayanannya,4,negative
pointnya bpjs bayar bpjs maybe duitnya cepet cair bpjs harsn ngg cair gtuloh,4,negative
bpjs gratis sekeluarga kampung bpjs gratis,4,negative
sakit bayar gada pasien bayar,4,negative
keluarganya make bpjs,4,negative
sakit sakit ttep bayar,4,negative
bettuul titanovita pkai bpjs byr menyisihkan uang blnn,4,negative
bpjs krja rumah sakit puskesmas klinik mnikmati hasil bpjs dokter perawat kya krja bpjs,4,negative
sakit sakit bayar,4,negative
desaku dri pemerintah bpjs bayar,4,negative
bund bpjs sekk potong gaji suami bpjs perusahaan,4,negative
bayar bpjs dipotong gaji perasaan dibedakan,4,negative
periksa kedokter cumakan pakai bpjs instant,4,negative
sakit sakit berobat berobat bayar,4,negative
rumah sakit daerah kebanykan begitutp rumah sakit pusat anak berobat memandang bpjs umumdi layaninnya,4,negative
wktu sakit lancar pnangananya,4,negative
pengalaman diswasta dulukandiprioritaskan rsud ditawarin pakai bpjs dokter meringankan,4,negative
iyakan nakes pembantu honor persen langsung bpjs gg membedakan bpjs,4,negative
kerja rsud ditawarin bpjs ribet lapor,4,negative
lahiran rsu pusat medan pelayanannya bpjs disarankan bpjs drpd,4,negative
rsud puskesmas pelayanannya ramah bpjs rsklinik swasta terbaik,4,positive
asli bner ngelahirin rumah sakit daerahku bpjs mandiri pelayanannya buruk,4,negative
fakta dimana rumah sakit daerah,4,negative
rsud pasien bpjs atopun,4,negative
rahasia padal potong gaji bayar bpjs ndak kepake,4,negative
setau klw uangx langsng bisah beli alat obat bayar gaji pegwai dllklw bpjs pengklemn bpjs cairnya,4,negative
langsung cair minggu bpjs diklem turun kmudian,4,positive
gaada bonus terkait pencairan bpjs setau,4,negative
px bpjs cairnya gaji gaturun turun,4,negative
bpjs claim smpe turunya biat rumah sakit lngsung masuk,4,negative
pindah kerja rumah sakit pemgaruhnya umumbpjs kdang pasien umumbpjs kerja faskes,4,negative
perawat puskesmas bro rumah sakit rame sempet bedain pasien aplgi konten pasien diurusin kerjaan selesai pulang,4,negative
nggak bedanya oembayaran bpjs terjamin bayar,4,negative
dri obatan jualibat pasien pasien bpjs kualitasnya,4,negative
pemerintah proses klaim bpjs puskesmasklinikrs tanggung jwb pemerintah tekan,4,negative
nakes bpjs berobat,4,negative
pakai nakes pakai bpjs mandiri,4,negative
maaf kakalo bpjs suami kerja bpjsmandiri kah,4,negative
melayani pasien bpjs,4,negative
yaallah bpjs bayar gkboleh donk nakes,4,negative
bangeeetttt gajadi bpjs bayar bpjsnya pelayanan bpjs jutek parah lelet jutek puskesmas rumah sakit,4,negative
pasien bpjs paham,4,negative
menyepelekan pasien bpjs nyindir nakes nyepelein pasien bpjs,4,negative
rugi buln bayar bpjs,4,negative
bpjs donkpercuma bayat penanganannya bgtu,4,negative
tar teh bertiga bpjs hahaha ketawajahatkangue,4,negative
bpjs mandiri bpjs gratisan dri pemerintah bdakan lahpernah lihat kartu bpjs gratiskartu sma kya bpjs byar sendri,4,negative
insentif dapet gede bpjs woy,4,negative
pengguna bpjs berobat pelayanannya samasekali pasien,4,negative
itulaha alesanya bpjs fiks,4,negative
hamil pakek bpjs kagak ditoleh miris,4,negative
bpjs bayar bulanblom sakit ajja bayar woyyyy,4,negative
bpjs bayar kaleeeeeeeeeeeeee,4,negative
bpjs ptong gaji bln,4,negative
bpjs bayar anying,4,negative
u pke bpjs gratis bayar cuy typ bulannya,4,negative
kn bpjs perbulannya bayar,4,negative
bpjs ge byar anjrt,4,negative
bpjs bayar kelas ribujiwa bayangkan jiwa ribu perbulan belom sebluan bijak,4,negative
berobat bpjs rumah sakit insya nakesnya ramah ramah,4,negative
pengalaman saudara diem in bpjs spesialin puskesmas,4,negative
yaelah sok sokan sadar digaji uang bpjs,4,negative
bpjs bayar bayar dluan berobat,4,negative
gaji potong bpjs sakitnya,4,negative
masiihsakiiit otw igd rumah sakit diperiksa ampe ronsen cek urin infeksi kantung kemih,4,negative
otw rumah sakit tao sakit,4,negative
sakit nda bpjs kh vt bpjs bayar,4,negative
mon maap bpjs byr mnta,4,negative
brarty bner pasien pkek bpjs diremehin disepelekan jarang diperhatikan dirubah mindsetnya menyembuhkan pasien,4,positive
serius penasaran berobat bpjs,4,negative
dipikir potongan bpjs,4,negative
pasien uang jasa langsung masuk bpjs uang jasa masuk wkw,4,negative
bayar bpjs gajian,4,negative
sakit bpjs gaada diperiksa cuy langsung ksh resep obat wkwkw,4,negative
bpjs byr bln sakitnya bpjs hatinya nolong skt ttp byr bantu cover pd skt,4,negative
pasien bpjs rumah sakit klinik sepi wooooyyyy,4,negative
bayar bpjs bln trs gspernah sakit ampe mati uang kmne bukn byr nakes,4,negative
pasien bayar anjr pke bpjs bayar pke berobat setahun samsek,4,negative
bpjs bayar berrti gratis berobat,4,negative
lu bpjs boskami bayar bpjs,4,negative
bpjs bayar loh mbok kiro ra bayar bayangke wae sak kartu keluarga kui pro wae,4,positive
pdhal keluarganya bpjs,4,negative
sombong gaji lu ngelebihi pke bpjs,4,negative
uda bpjs bayar bpjs gratisan,4,negative
bpjs bayar woy gratis,4,negative
bpjs bayar woiii,4,negative
fakta lapangan bpjs bayar,4,negative
heh bpjs bayarrrrr anjerrr,4,negative
bpjs gratis pemerintah dehkalo bpjs pabrik staf normal untungnya daerah bpjsumum,4,positive
gaji gede bpjs kepantau,4,negative
keluarganya bpjs,4,negative
btw bpjs bayar heh,4,negative
jujur pelayanan bpjs buruk bayar bayar dikejarkejar,4,negative
bpjs bayar sakit ttp bayar iuran bpjs,4,negative
logikanya pasien bpjs bayar herann tenaga nakes melayani psien bpjs,4,positive
bpjs sakitnya bayar setip bulannn catet,4,negative
bpjs bayar kocak sakit sakit bayar,4,negative
sesungguhnya pakai bpjs,4,negative
berobat bpjs nakes lagipula bpjs program pemerintah,4,negative
pasien bayar sakit pasien bpjs sakit engga sakit bayar,4,negative
pikir bpjs bayar,4,negative
kom kontennya pengguna bpjs tersinggung loh bpjs bayar loh,4,negative
sakit bayarnya bpjs sakit sakit bayar bro,4,negative
bikin citra nakes bpjs buruk,4,negative
pasien bpjs bayar bpjs gratis,4,negative
rumah sakit pakayan b playanan lambat pembayaran bilang nada kesel langsung gercep,4,negative
bpjs bayar lho bulannya segratis,4,negative
bpjs bayar anjirr wktu oprasi anakku bayar keterlambatan padhl pernh terlmbat bayar herann,4,negative
mengiyakan bpjs sengaja dibedakan pelayanannya,4,negative
aing pasien main biaya cumak cek cek sejuta ramah pelayanan gatau bpjs lom cb,4,positive
bpjs iuran loh faskes lumayan,4,positive
nakesnya berobat pakai bpjs,4,negative
bpjs bayar loh bulannya,4,negative
bpjs bayar belom dendanya telat bayar,4,negative
untung klinik nakesnya ramah bpjs bgini auto ganti faskes,4,positive
bpjs mandiri bayar hemmmm dipikir gratisan,4,negative
nakes beserta keluarganya bpjs,4,negative
rumah sakit wilayahku nakes dokter menyarankan memakai bpjs,4,negative
dokter menyarankan bpjs,4,negative
bpjs kls byrnya sarebo perbulan ngadi,4,negative
tauny bpjs ngakak,4,negative
pantesannnn aing bpjs cuekin,4,negative
nakes sakit bpjs,4,negative
alasanku bpjs takut sepelekan dirs,4,negative
nakes dpt uabg jasa dri bpjs,4,negative
bpjs bayr perbualn gratis,4,negative
bpjs rendahkan mengadakan bpjs iklan olah bpjs jaminan yanh masyarakat,4,positive
intansi rumah sakit males malesan bikin konten apasi pikiran,4,negative
ibuku bpjs kelas pakai gara aggap sedekah dehkadang bpjs mendzolimi nakes,4,negative
bpjs bayar dikata gratisan,4,negative
nyindir rumah sakit diluar mikrinya,4,negative
plot twist nakes pakek bpjs btw gajiku potong loh bayar bpjs gratisssss astagah malu in nakes ajah,4,negative
rumah sakit puskesmas nakes hahamungkin,4,negative
mreka klurga pkek bpjs,4,negative
kubilang perlakuan berbeda didapatkan pasien bpjs pasien langsung bayar soalny ngeliat langsung,4,negative
maknaye bpjs tabung uang nye,4,negative
sumpah cerita mama dtg salah rumah sakit bdg bpjs dokter rujukan fyi mamaku sakit kista,4,negative
kista rumah sakit obat warung meni sok riweh trs bilang puskesmas rujuk kesini nanya suster,4,negative
pokonya pelayanan mama bpjs sedih bedakan bpjs bayar,4,negative
bpjs bayar pelayanannya cuek apaa bpjs,4,negative
ouh dijutekin dtg bpjs dibikin negara gajih dipotong disitu,4,negative
moon maaap bayar loh gaji otomatis dipotong bpjs,4,negative
masio bpjs ben ulan sk bayar nying,4,negative
bpjs dibyar uang daun,4,negative
heh bpjs bayar rutin dipaksa tulung bpjs bayar duluan,4,negative
bpjs bayar premi perbulan lhopegawae nakes pke bpjsbukan asuransi swasta kanjdi meremehkan pasien bpjs,4,negative
rumah sakit menerima pasien bpjs pendapatan tertinggi rumah sakit pasien dg jaminan bpjs,4,positive
bnr lahiran pasien sebelah bpjs bentak ajak becanda,4,negative
claim bpjs pasien bpjs kesampingkan fokus nakesnya banting haluan fokus,4,negative
pasien bpjs antri obat berjam capek nungguinnya,4,positive
bpjs sakit bayar woy,4,negative
pkl puskesmas nakesnya nyaranin pasien bikin bpjs,4,negative
bpjs uang tunjangannya,4,negative
dokter suka pasien bpjs loh mrk dibayar temen dokter bayar bpjs,4,positive
bpjs bayar woy miris berhak dpt pengobatan layak,4,negative
bpjs bayar lohh pilih pke bpjs ribet dipaksa punyaahufth,4,negative
bpjs bayar bedanya uda dipotong bulannya,4,negative
bpjs bayar murah meninggalll masuk icu bpjs dipersulit,4,negative
alasan berobat pakai bpjs takut ditangani,4,negative
pasien duitnya kantongi pasian bpjs,4,negative
bpjs bayarkan masuk rumah sakit bpjs bayar,4,negative
jarang sakitt bpjs jatoh mahal dehh,4,negative
pancen ngunu iku klakuan bidan ngelahirin bpjs jelek pelayanan,4,negative
masuk rumah sakit anandamau bayar pribadi bpjsbahkan berkali nyuruh pke bpjs ajaramah semuatelaten ngrawat pasien,4,negative
bpjs bayar gaji asn dipotong bpjsapa bedanya,4,negative
bpjs bayar perbulan,4,negative
bpa tentara make bpjs,4,negative
dri banjarnasin sudh kli nenek oprasi bpjs layanan bagus dam ramah rumah sakit tpt,4,negative
aneh rumah sakit rsj magang klu bpjs rsj prioritas layani,4,negative
hihi keluarga beliau bpjs,4,negative
make bpjs gajinya gede nakes,4,negative
pdhal die kluarganya bpjs,4,negative
bpjs jugaaa bayaaarrrr woooyyy,4,negative
bpjs bayar woyyy,4,negative
bpjs bayarrrr woyyyyyyyy,4,negative
bpjs bayar puskesmas bayar,4,negative
bpjs enggk emng ngaruh nakes cm perawat bedanya serius tny,4,negative
pasien bpjs bayar,4,negative
pakai bpjs bayar bulann coeggg,4,negative
bpjs bayar bayar mrk bpjsnya,4,negative
bpjs sakit bayar woyy,4,negative
gaji potong bayar bpjs astaghfirullah,4,negative
astagfirullah sakit hati,4,negative
bpjs bayar geratisaan,4,negative
dirumah sakit tempatku bpjs bikin staff admin smpe staff obat mempromosikan bikin bpjs,4,negative
bpjs byr mahal woy,4,negative
bpjs uang gx bntukan kartu bpjsjdi gx gratis,4,negative
bpjs berbayar loh,4,negative
bosku berobat rumah sakit top jogja bpjs,4,negative
bayar bpjs bayar bedanya,4,negative
bpjs bayar kelas jarang woyyy,4,positive
konten menggiring opini publik nakes pelayanan asuransi bpjs,4,positive
rumah sakit bpjs cair putar uangnya untk alat potong kantor sisapercik percikan kasi,4,negative
bpjs indonesia mendahulukan berduit fikir bayar iuran bpjs uang,4,negative
bbrp rumah sakit bpjs dibedain lgsg ditaro no urut hrs antri bpjstp bbrp rumah sakit disama ratain,4,negative
bpjs bayar gratisan kelas kadang sakit thun ttp bayar berpa keuntungannya anggap nabung kesehatan,4,positive
bpjs bayar perbulan sakit sakit bayar kadang suka minum bodrek langsung sembuh pakai bpjs kepepet,4,negative
heh bpjs bayar bayarnya nyekek,4,negative
keluargaku periksa pakai bpjs eh petugas nakes omongin diketawain berobat gratisan bawa rombongan,4,negative
keinget wktu lahiran persulit trs alm ayahku lngsung blngankku bayar bpjs kasih vip lngsung layanin,4,negative
mudah merasakan rasakan pasien bpjs remehkan amiin,4,positive
kena sakit keras bolak berobat bpjs pke,4,negative
bpjs bulanya bayar njir dasar oknum tanggung,4,negative
rumah sakit bpjs pelayanannya buruk,4,negative
gasuka dibawa rumah sakit sekarat apapun pelayanan manusia,4,negative
lu bpjs bpjs pemerintahloll,4,negative
